title,rate,cuisine,location,address,street,price_from,price_till,url
Sambal Bakar Mbak Pur,4.00,['Indonesia'],Dago Bawah,,"Jl. Sulanjana No. 19, Dago Bawah, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/sambal-bakar-mbak-pur-dago-bawah
Ceritera Coffee Brunch & Culture,3.97,['Kafe'],Ciumbuleuit,,"Jl. Gunung Kencana II No. 2, Ciumbuleuit, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/ceritera-coffee-brunch-dan-culture-ciumbuleuit
Pempek Ny. Kamto,3.95,['Indonesia'],Braga,,"Jl. Lembong No. 4, Braga, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/pempek-ny-kamto-braga
Dapur Dahapati,3.86,['Indonesia'],Riau,,"Jl. Bengawan No. 3, Riau, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/dapur-dahapati-riau-2
Upnormal Coffee Roasters,3.83,['Kafe'],Merdeka,"Bandung Electronic Center, Lantai Upper Ground","Jl. Purnawarman No. 13 - 15, Merdeka, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/upnormal-coffee-roasters-merdeka
Coffee Toffee,3.83,['Kafe'],Surapati,,"Jl. Surapati No. 37, Surapati, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/coffee-toffee-surapati
PSY Steamboat Yakiniku,3.85,['Thailand'],Dipatiukur,,"Jl. Hasanudin No. 26, Dipatiukur, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/psy-steamboat-yakiniku-dipatiukur
Grandia Sky Lounge - Grandia Hotel,4.40,['Kafe'],Cihampelas,"Grandia Hotel, Lantai 3","Jl. Cihampelas No. 82 , Cihampelas, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/grandia-sky-lounge-grandia-hotel-cihampelas
Zero Hour Coffee,4.07,['Kafe'],Marta Negara,,"Jl. Terusan RAA Marta Negara No. 20, Marta Negara, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/zero-hour-coffee-marta-negara
Ayam Geprek Bebas,3.78,['Indonesia'],Dipatiukur,,"Jl. Teuku Angkasa No. 32, Dipatiukur, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/ayam-geprek-bebas-dipatiukur-2
Common Grounds,3.81,['Kafe'],Setiabudhi,,"Jl. Dr. Setiabudhi No. 49 - 51, Setiabudhi, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/common-grounds-setiabudhi
Ant Artisan Bakery & Coffee,3.89,['Kafe'],Buah Batu,,"Jl. Maskumambang No. 33, Buah Batu, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/ant-artisan-bakery-dan-coffee-buah-batu
Martabak Nikmat Andir,3.77,['Indonesia'],Sudirman,,"Jl. Jendral Sudirman No. 390, Sudirman, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/martabak-nikmat-andir-sudirman-2
Wingz O Wingz,3.90,['Barat'],Supratman,,"Jl. Supratman No. 45A, Supratman, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/wingz-o-wingz-supratman
Ngopi Doeloe,4.04,['Kafe'],Merdeka,,"Jl. Purnawarman No. 24 - 26, Merdeka, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/ngopi-doeloe-merdeka
Kidang Nyaring,4.08,['Kafe'],Lembang,,"Jl. Maribaya KM 2.4, Lembang, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kidang-nyaring-lembang
Massuka,4.16,['Kafe'],Buah Batu,,"Jl. Suryalaya No. 53, Buah Batu, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/massuka-buah-batu
Dakken,4.12,['Kafe'],Setiabudhi,,"Jl. Dr. Setiabudhi No. 266, Setiabudhi, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/dakken-setiabudhi
Disebut Kopi,4.20,['Kafe'],Dago Bawah,"Eduplex Co-working Space, Lantai 1","Jl. Ir. H. Juanda No. 84, Dago Bawah, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/disebut-kopi-dago-bawah
Pisang Keju Sentosa 88,4.25,['Indonesia'],Surapati,,"Jl. Cikutra Barat No. 325, Surapati, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/pisang-keju-sentosa-88-surapati
Nimna Books Cafe,4.15,['Kafe'],Sarijadi,"Gedung Graha Satya, Lantai Ground","Jl. Sukahaji No. 126, Sarijadi, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/nimna-books-cafe-sarijadi
Kehidupan Tidak Pernah Berakhir,3.74,['Vegetarian'],Pajajaran,,"Jl. Pajajaran No. 63, Pajajaran, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kehidupan-tidak-pernah-berakhir-pajajaran
Coffee Smith,3.83,['Kafe'],Riau,,"Jl. Kemuning No. 16, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/coffee-smith-riau
McDonald's,3.79,,['Buah Batu'],,"Jl. Buah Batu No. 161, Buah Batu, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/mcdonald-s-buah-batu
8One Sky Resto - Kytos Hotel,3.97,"['Indonesia', 'Barat', 'Italia']",Setiabudhi,"Kytos Hotel, Rooftop","Jl. Dr. Setiabudhi No. 153, Setiabudhi, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/8one-sky-resto-kytos-hotel-setiabudhi
Jadid Coffee,4.03,['Kafe'],Antapani,Ruko Puri Dago,"Jl. Terusan Jakarta No. 368, Antapani, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/jadid-coffee-antapani
The Awiligar,4.40,['Kafe'],Cigadung,,"Jl. Awiligar Raya No. 150, Cigadung, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/the-awiligar-cigadung
Chef Epi - Hotel Sheo,4.00,['Indonesia'],Ciumbuleuit,Hotel Sheo,"Jl. Ciumbuleuit No. 152, Ciumbuleuit, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/chef-epi-hotel-sheo-ciumbuleuit
Warung Nasi SPG,3.84,['Indonesia'],Dipatiukur,,"Jl. Dipatiukur No. 116, Dipatiukur, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/warung-nasi-spg-dipatiukur-2
Roemah Nenek,3.94,['Kafe'],Cilaki,,"Jl. Taman Cibeunying Selatan No. 47, Cilaki, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/roemah-nenek-cilaki
Meitian Kopitiam,3.90,['China'],Pasir Kaliki,"Paskal Hypersquare, Blok D No. 5","Jl. Pasir Kaliki No. 25 - 27, Pasir Kaliki, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/meitian-kopitiam-pasir-kaliki
Herb & Spice,3.80,['Barat'],Pasir Kaliki,"Prima Rasa, Lantai 2","Jl. Pasir Kaliki No. 163, Pasir Kaliki, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/herb-dan-spice-pasir-kaliki
Feel.Inc Donuts n Coffee,4.03,['Donat'],Moch Ramdhan,,"Jl. Sawah Kurung No. 4, Moch Ramdhan, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/feel-inc-donuts-n-coffee-moch-ramdhan
Warung Nasi Ibu Imas,3.74,['Indonesia'],Balonggede,,"Jl. Balonggede No. 67, Balonggede, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/warung-nasi-ibu-imas-balonggede-4
Eightfully Milk & Coffee Bar,3.75,['Kafe'],Astana Anyar,,"Jl. Pagarsih No. 120, Astana Anyar, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/eightfully-milk-dan-coffee-bar-astana-anyar
Homlly,4.25,['Kafe'],Cijerah,,"Jl. Raya Cijerah No. 96, Cijerah, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/homlly-cijerah
Work Coffee,4.25,['Kafe'],Riau,,"Jl. Ternate No. 10, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/work-coffee-riau-2
Bajamba Kapau,3.85,['Indonesia'],Riau,,"Jl. LLRE Martadinata No. 28A, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/bajamba-kapau-riau
Kandang Ayam,3.82,['Indonesia'],Andir,,"Jl. Kebon Jati No. 141, Andir, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kandang-ayam-andir
Lomie 61,3.88,['China'],Astana Anyar,,"Jl. Kalipah Apo No. 73, Astana Anyar, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/lomie-61-astana-anyar
Bakso Rusuk Samanhudi,3.87,['Indonesia'],Dago Atas,,"Jl. Ir. H. Juanda No. 342, Dago Atas, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/bakso-rusuk-samanhudi-dago-atas
Kapulaga Indonesian Bistro,3.87,['Indonesia'],Dago Bawah,,"Jl. Dayang Sumbi No. 3, Dago Bawah, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/kapulaga-indonesian-bistro-dago-bawah
Bakso Arief,3.70,['Indonesia'],Trunojoyo,,"Jl. Wira Angun Angun No. 20, Trunojoyo, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/bakso-arief-trunojoyo
Ala Caffe,4.33,['Kafe'],Buah Batu,,"Jl. Karawitan No. 32, Buah Batu, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/ala-caffe-buah-batu
Bakmie Pollo,4.40,['Indonesia'],Pasteur,,"Jl. Istana Regensi 1 Blok D2 No. 10A, Pasteur, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/bakmie-pollo-pasteur
Bakso Malang Fortuna,4.40,['Indonesia'],Citarum,,"Jl. Citarum No. 13, Citarum, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/bakso-malang-fortuna-citarum
Bakso Sultan,3.90,['Indonesia'],Riau,,"Jl. Lombok No. 30, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/bakso-sultan-riau
Kopi Nako,3.89,['Kafe'],Surapati,,"Jl. Pahlawan No. 76, Surapati, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kopi-nako-surapati
Purbasari - Dusun Bambu,3.97,['Indonesia'],Lembang,Dusun Bambu,"Jl. Kolonel Masturi KM 11, Lembang, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/purbasari-dusun-bambu-lembang
TTALs Korean BBQ,4.03,['Korea'],Holis,,"Jl. Taman Holis Indah Blok C1 No. 21, Holis, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/ttals-korean-bbq-holis
Sejava Koffie,4.03,['Kafe'],Mekar Wangi,,"Jl. Mekar Wangi No. 5, Mekar Wangi, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/sejava-koffie-mekar-wangi
Mie Bakso Suryani,4.07,['Indonesia'],Sudirman,,"Jl. Suryani Dalam No. 47, Sudirman, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/mie-bakso-suryani-sudirman
Jatinangor House,4.03,['Kafe'],Naripan,Haguruma Hub,"Jl. Naripan No. 34, Naripan, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/jatinangor-house-naripan
Sate Madura Al-Jihad,4.03,['Indonesia'],Banceuy,,"Jl. Banceuy No. 41, Banceuy, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/sate-madura-al-jihad-banceuy
HokBen (Hoka Hoka Bento),4.00,,['Setiabudhi'],,"Jl. Dr. Setiabudhi No. 61, Setiabudhi, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/hokben-hoka-hoka-bento-setiabudhi
Waroeng Bebek Ngarasan,4.03,['Indonesia'],Dago Atas,,"Jl. Tubagus Ismail Raya No. 21, Dago Atas, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/waroeng-bebek-ngarasan-dago-atas
Northwood Fast Casual Dining,4.20,['Kafe'],Laswi,,"Jl. Cirebon No. 4, Laswi, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/northwood-fast-casual-dining-laswi
Saffron Restaurant - Hotel Four Points by Sheraton,4.15,['Indonesia'],Dago Bawah,"Hotel Four Points by Sheraton, Lantai Lobby","Jl. Ir. H. Juanda No. 46, Dago Bawah, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/saffron-restaurant-hotel-four-points-by-sheraton-dago-bawah
Waroeng Setiabudhi,3.72,['Indonesia'],Setiabudhi,,"Jl. Dr. Setiabudhi No. 175, Setiabudhi, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/waroeng-setiabudhi-setiabudhi
Wingstop,3.81,['Barat'],Riau,,"Jl. LLRE Martadinata No. 18, Riau, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/wingstop-riau
Concessions - Ciwalk XXI,4.40,,['Cihampelas'],"Cihampelas Walk, Lantai 2, Cinema XXI","Jl. Cihampelas No. 160, Cihampelas, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/concessions-ciwalk-xxi-cihampelas
Susu Murni Silihwangi,3.96,['Minuman'],Astana Anyar,,"Jl. Astana Anyar No. 132, Astana Anyar, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/susu-murni-silihwangi-astana-anyar
Baby Dutch Pancake,4.40,['Kafe'],Kota Baru Parahyangan,,"Jl. Gelap Nyawang Kav 2B No. 1, Kota Baru Parahyangan, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/baby-dutch-pancake-kota-baru-parahyangan
Bagi Kopi Signature,4.40,['Kafe'],Sarijadi,"Taman Malabar, Sariater Kamboti Hotel","Jl. Lemahnendeut No. 7, Sarijadi, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/bagi-kopi-signature-sarijadi
Melting Moment,4.12,['Kafe'],Dipatiukur,,"Jl. Dipatiukur No. 38, Dipatiukur, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/melting-moment-dipatiukur
Gajah 12 Resto & Cafe,4.16,['Kafe'],Buah Batu,,"Jl. Gajah No. 12, Buah Batu, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/gajah-12-resto-dan-cafe-buah-batu
Tanamu,4.08,['Kafe'],Riau,,"Jl. Cimanuk No. 42, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/tanamu-riau
Momoyo,4.40,"['Es Krim', 'Minuman']",Antapani,,"Jl. Purwakarta No. 14, Antapani, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/momoyo-antapani
Mangkok Manis,3.76,['Kafe'],Cihampelas,,"Jl. Cihampelas No. 95, Cihampelas, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/mangkok-manis-cihampelas
Volks Eet Cafe - Hotel Malaka,4.80,['Kafe'],Burangrang,Hotel Malaka,"Jl. Halimun No. 36, Burangrang, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/volks-eet-cafe-hotel-malaka-burangrang
Yoshinoya,3.86,['Jepang'],Cihampelas,"Cihampelas Walk, Lantai 1","Jl. Cihampelas No. 160, Cihampelas, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/yoshinoya-cihampelas
Kopi Kenangan,3.83,['Minuman'],Buah Batu,,"Jl. Buah Batu No. 189, Buah Batu, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kopi-kenangan-buah-batu-3
Giggle Box,3.89,['Kafe'],Buah Batu,"Jonas Photo, Lantai 2","Jl. Terusan Buah Batu No. 44A, Buah Batu, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/giggle-box-buah-batu
Asa'an Kopi,3.97,['Kafe'],Dago Atas,,"Jl. Bukit Pakar Utara No. 120, Dago Atas, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/asa-an-kopi-dago-atas
Elldoda Cafe & Eatery,4.00,['Kafe'],Braga,,"Jl. Braga No. 82, Braga, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/elldoda-cafe-dan-eatery-braga
Sei Sapi Lamalera,3.68,['Indonesia'],Dipatiukur,,"Jl. Bagusrangin No. 24A, Dipatiukur, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/sei-sapi-lamalera-dipatiukur
King Crab,4.03,['Indonesia'],Sudirman,Sudirman Street Day & Night Market,"Jl. Jendral Sudirman No. 107, Sudirman, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/king-crab-sudirman
Kama Coffee & Eatery,4.00,['Kafe'],Riau,,"Jl. Lombok No. 10, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kama-coffee-dan-eatery-riau
Rumah Makan Bu Tatang,4.15,['Indonesia'],Dipatiukur,,"Jl. Sekeloa Tengah No. 7, Dipatiukur, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/rumah-makan-bu-tatang-dipatiukur
Waroeng Caravan,3.84,['Barat'],Buah Batu,,"Jl. BKR No. 110, Buah Batu, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/waroeng-caravan-buah-batu
Shabu Kojo,3.90,['Jepang'],Progo,,"Jl. Progo No. 20, Progo, Riau, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/shabu-kojo-progo
Kambing Bakar Cairo,4.25,['Arab/Timur Tengah'],Gegerkalong,,"Jl. Gegerkalong Hilir No. 25 - 27, Gegerkalong, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/kambing-bakar-cairo-gegerkalong
Satu Atap,4.00,['Kafe'],Riau,,"Jl. LLRE Martadinata No. 87, Riau, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/satu-atap-riau
Juice For You,4.15,['Minuman'],Dipatiukur,Rumah TU 05,"Jl. Teuku Umar No. 5, Dipatiukur, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/juice-for-you-dipatiukur
Kopi Toko Djawa,4.03,['Kafe'],Dipatiukur,Rumah TU 05,"Jl. Teuku Umar No. 5, Dipatiukur, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kopi-toko-djawa-dipatiukur
Sushibul,4.03,['Jepang'],Astana Anyar,,"Jl. Astana Anyar No. 234A, Astana Anyar, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/sushibul-astana-anyar
WPK (Warung Pengepul Kayu),4.00,['Kafe'],Astana Anyar,,"Jl. Pagarsih No. 319, Astana Anyar, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/wpk-warung-pengepul-kayu-astana-anyar
Richeese Factory,4.04,,['Soekarno Hatta'],,"Jl. Soekarno Hatta No. 252, Soekarno Hatta, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/richeese-factory-soekarno-hatta
Kopi 7060,4.12,['Kafe'],Ahmad Yani,,"Jl. Jenderal Ahmad Yani No. 10 - 12, Ahmad Yani, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kopi-7060-ahmad-yani
Inciso Coffee Collective,4.04,['Kafe'],Moch Toha,,"Jl. Moch. Toha No. 212, Moch Toha, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/inciso-coffee-collective-moch-toha
Tupkies,4.16,['Toko Kue'],Dipatiukur,,"Jl. Dipatiukur No. 29, Dipatiukur, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/tupkies-dipatiukur
Chia-Yo,3.83,['Yoghurt'],Pasir Kaliki,"23 Paskal Shopping Center, Lantai 2","Jl. Pasir Kaliki No. 25 - 27, Pasir Kaliki, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/chia-yo-pasir-kaliki
Scoop & Skoops,4.70,['Es Krim'],Dipatiukur,,"Jl. Singa Perbangsa No. 103B, Dipatiukur, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/scoop-dan-skoops-dipatiukur
Don't Tell Mama,4.70,['Barat'],Burangrang,,"Jl. Talaga Bodas No. 72, Burangrang, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/don-t-tell-mama-burangrang
Above and Beyond,3.86,['Barat'],Pasir Kaliki,Paskal Hypersquare,"Jl. Pasir Kaliki No. 25 - 27, Pasir Kaliki, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/above-and-beyond-pasir-kaliki
Iga Bakar Mas Giri,3.84,['Indonesia'],Riau,,"Jl. LLRE Martadinata No. 144, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/iga-bakar-mas-giri-riau-2
Bagi Kopi Signature,4.33,['Kafe'],Naripan,,"Jl. Naripan No. 53, Naripan, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/bagi-kopi-signature-naripan
Toko Kue Lakker,3.80,['Toko Kue'],Braga,,"Jl. Braga No. 83, Braga, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/toko-kue-lakker-braga
iglo by Sincere,4.25,['Kafe'],Gatot Subroto,"Trans Studio Mall Bandung, Lantai Ground","Jl. Gatot Subroto No. 289, Gatot Subroto, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/iglo-by-sincere-gatot-subroto
Waroeng Atjeh,3.69,['Indonesia'],Riau,,"Jl. Ambon No. 13, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/waroeng-atjeh-riau
Kawan Kopi,3.94,['Kafe'],Dipatiukur,,"Jl. Imam Bonjol No. 48, Dipatiukur, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kawan-kopi-dipatiukur
Kopi Sela,4.03,['Kafe'],Lengkong,,"Jl. Cikawao No. 18, Lengkong, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kopi-sela-lengkong
Kedai Mimim,3.94,['Indonesia'],Riau,,"Jl. Cihapit No. 4, Riau, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kedai-mimim-riau
Burger Bageur,4.06,['Barat'],Antapani,,"Jl. Kuningan Raya No. 64, Antapani, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/burger-bageur-antapani
Cupola,3.76,['Kafe'],Ciumbuleuit,107 Garage Room,"Jl. Ciumbuleuit No. 107, Ciumbuleuit, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/cupola-ciumbuleuit
Zenbu,3.72,['Jepang'],Sukajadi,"Paris Van Java, Lantai Ground (Resort Level)","Jl. Sukajadi No. 137 - 139, Sukajadi, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/zenbu-sukajadi-3
Lomie Mekar Laksana,4.00,['China'],Mekar Wangi,,"Jl. Mekar Laksana No. 3, Mekar Wangi, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/lomie-mekar-laksana-mekar-wangi
Mako Cake & Bakery,4.00,['Toko Roti dan Kue'],Merdeka,,"Jl. Merdeka No. 23A, Merdeka, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/mako-cake-dan-bakery-merdeka
Bakso Tjap Haji,3.76,['Indonesia'],Burangrang,,"Jl. Burangrang No. 21, Burangrang, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/bakso-tjap-haji-burangrang
Umbira,3.76,['Kafe'],Braga,,"Jl. Braga No. 74, Braga, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/umbira-braga
Sanji Eatery,3.88,['Kafe'],Sumber Sari,Perumahan Sumber Sari Indah,"Jl. Sumber Mekar No 56, Sumber Sari, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/sanji-eatery-sumber-sari
Bawean,3.93,"['Kafe', 'Toko Roti dan Kue']",Riau,,"Jl. Gandapura No. 43, Riau, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/bawean-riau-3
Goldstar 360,3.84,['Kafe'],Sarijadi,,"Jl. Dangdeur Indah No. 2B (Lantai 5), Sarijadi, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/goldstar-360-sarijadi
Kamar Nenek,3.84,['Kafe'],Cipaganti,,"Jl. Cipaganti No. 150, Cipaganti, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/kamar-nenek-cipaganti
Fat Cow,3.84,['Barat'],Riau,"Riau Junction, Lantai 3, Foodlife","Jl. LLRE Martadinata No. 17 - 21, Riau, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/fat-cow-riau
Seliter,4.20,['Minuman'],Antapani,,"Jl. Purwakarta No. 47, Antapani, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/seliter-antapani
Kawan Kopi,4.08,['Kafe'],Burangrang,,"Jl. Talaga Bodas No. 16, Burangrang, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/kawan-kopi-burangrang
Roti Dingin,4.16,['Toko Roti dan Kue'],Antapani,,"Jl. Purwakarta No. 182, Antapani, Bandung",Rp. 0,Rp. 50.000,https://pergikuliner.com/restaurants/bandung/roti-dingin-antapani
Congo,3.83,['Barat'],Dago Atas,,"Jl. Rancakendal Luhur No. 8, Dago Atas, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/congo-dago-atas
Queen Restaurant,3.87,['China'],Dalem Kaum,,"Jl. Dalem Kaum No. 79, Dalem Kaum, Bandung",Rp. 100.000,Rp. 200.000,https://pergikuliner.com/restaurants/bandung/queen-restaurant-dalem-kaum
Pizza Place,3.77,['Italia'],Dago Bawah,,"Jl. Ir. H. Juanda No. 113, Dago Bawah, Bandung",Rp. 50.000,Rp. 100.000,https://pergikuliner.com/restaurants/bandung/pizza-place-dago-bawah
